PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dLongitudinalAngle,SpinAxis3dTransverseAngle,SpinAxis3dTilt,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle,PitchTrajectory3rdOrderXc0,PitchTrajectory3rdOrderXc1,PitchTrajectory3rdOrderXc2,PitchTrajectory3rdOrderXc3,PitchTrajectory3rdOrderYc0,PitchTrajectory3rdOrderYc1,PitchTrajectory3rdOrderYc2,PitchTrajectory3rdOrderYc3,PitchTrajectory3rdOrderZc0,PitchTrajectory3rdOrderZc1,PitchTrajectory3rdOrderZc2,PitchTrajectory3rdOrderZc3
99,2026-02-06,12:05:13.19,4,3,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Albertus, Alexander",800316,Right,WHI_SOX30,Undefined,3,Top,1,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.16004,-3.564654,-4.448219,2294.309635,219.856766,1:15,4.80391,2.23573,6.21883,-18.29651,13.41119,10.42379,-0.02431,-1.00852,86.13312,-6.993749,-2.573153,0.405279,,,,,,,,,,,,-6.54374,8.1415,-1.90748,50,4.52678,10.07253,-134.93671,-9.00139,-12.19562,26.38386,-17.00073,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,c435de20-038e-11f1-8e19-276118046144,93.00378,,,7.02692,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:05:13.19,2026-02-06T12:05:13.1922944-07:00,2026-02-06T19:05:13.1922944Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,72c9b778-f1c9-4cb7-8081-77558d27b51b,54.28106,-135.7712,13.19193,4.80297,-8.46368,-8.50036,-2.23216,10.45826,-6.09781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.28666,-135.95383,14.34589,-1.91164,4.80387,-8.49301,-8.31506,-0.30697,-2.23565,10.57221,-6.81782,1.19277
100,2026-02-06,12:05:40.45,4,4,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Albertus, Alexander",800316,Right,WHI_SOX30,Undefined,3,Top,1,3,0,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,93.76255,-0.348359,-1.76879,2229.973018,215.406047,1:15,4.8416,2.51381,6.02825,-17.40706,14.08788,9.33209,3.06825,1.65292,85.85328,-3.643936,-0.09033,0.403917,,,,,,,,,,,,-5.24567,7.62733,-2.38037,50,4.8048,3.79378,-136.23544,-1.37539,-9.89408,28.92564,-17.78785,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,d4789e30-038e-11f1-8e19-276118046144,93.31738,,,7.90926,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:05:40.45,2026-02-06T12:05:40.4587520-07:00,2026-02-06T19:05:40.4587520Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,aa1a1aed-4ee8-461c-95dd-48a8327b352a,54.46853,-137.18092,14.46282,4.84025,-0.79396,-8.89393,-2.50966,4.11718,-4.94704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.47717,-137.44082,15.97834,-2.31694,4.84154,-0.83282,-8.66731,-0.34646,-2.51371,4.23906,-5.65774,1.08653
101,2026-02-06,12:06:08.85,5,1,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Alcala, Marcelo",808708,Right,WHI_SOX30,Undefined,3,Top,1,0,0,Sweeper,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,78.86137,1.958191,-1.082416,2433.310391,98.921704,9:15,5.00075,2.22945,5.58143,-41.68195,4.18618,-16.94013,3.35701,-0.1932,71.66058,-5.728933,-4.101942,0.487447,,,,,,,,,,,,8.17091,2.01606,-2.12542,50,5.14234,2.83598,-114.35466,2.5467,10.71836,22.93283,-29.52945,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,e57363a0-038e-11f1-8e19-276118046144,77.3263,,,7.20079,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:06:08.85,2026-02-06T12:06:08.8588800-07:00,2026-02-06T19:06:08.8588800Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,c8811003-51ec-426c-af3f-8c0415ca5a72,54.91484,-115.33608,11.46641,5.00631,3.81043,-14.76472,-2.23697,2.37728,5.35918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.92393,-115.56439,12.57844,-1.41997,5.00085,3.94772,-15.43344,0.8539,-2.22966,2.19365,6.25356,-1.14206
102,2026-02-06,12:06:26.65,5,2,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Alcala, Marcelo",808708,Right,WHI_SOX30,Undefined,3,Top,1,1,0,Fastball,Four-Seam,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,94.26623,-1.585871,-2.965411,2221.464752,229.636655,1:45,4.90304,2.27367,6.04819,-19.37044,12.03414,12.94331,1.8184,0.60464,85.86461,-5.238647,-0.638321,0.403337,78.15826,54.166628,48.673062,5848.124577,51.44314,101.90007,97.22964,199.88311,82.94965,67.403249,5.059539,-7.55138,6.96792,-2.04979,50,4.76906,6.524,-136.75903,-4.42437,-14.24507,31.26902,-19.02965,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,effe3610-038e-11f1-8e19-276118046144,93.45146,101.9577,,8.40162,,,,1.14349,1.71506,-0.66327,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:06:26.65,2026-02-06T12:06:26.6584576-07:00,2026-02-06T19:06:26.6584576Z,FlyBall,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,8bdb3515-4359-460b-8b3d-60a4fd482f78,54.45001,-137.77273,15.63451,4.90249,-3.80745,-9.51483,-2.26877,6.98581,-7.12254,210.996496,1.19062,43.26652,-12.98548,-2.59022,5.62155,-2.93239,0.7507,-0.09514,0.00476,1.69915,93.21037,-26.94425,3.83637,-0.99805,0.15707,0.00603,-0.00512,0.00043,-0.67468,50.61483,-4.64291,1.28728,-0.79174,0.32905,-0.07362,0.00824,-0.00036,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.45726,-138.01066,17.14738,-2.52201,4.90301,-3.82428,-9.40785,-0.17833,-2.27356,7.14277,-8.12059,1.6638
103,2026-02-06,12:06:51.32,5,3,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Alcala, Marcelo",808708,Right,WHI_SOX30,Undefined,3,Top,1,1,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,87.55063,-1.055284,-4.448687,1740.048486,259.613562,2:45,4.96312,2.30807,6.08801,-32.5464,3.47894,13.25753,1.27168,-0.71064,80.87782,-7.061656,-2.067471,0.431992,,,,,,,,,,,,-7.96142,2.39752,-1.97122,50,4.86428,9.34963,-126.9961,-3.43689,-13.11701,23.85337,-28.22394,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,febaf260-038e-11f1-8e19-276118046144,87.25271,,,6.67281,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:06:51.32,2026-02-06T12:06:51.3201664-07:00,2026-02-06T19:06:51.3201664Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,24a4837f-e8cd-4c77-931c-ac19240b0c7c,54.41155,-127.82203,11.92669,4.96636,-2.45963,-14.11197,-2.30282,9.80381,-6.55851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.41745,-127.99245,12.88097,-1.40085,4.96317,-2.36729,-14.629,0.75898,-2.30795,9.95194,-7.38792,1.21754
104,2026-02-06,12:07:13.28,5,4,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Alcala, Marcelo",808708,Right,WHI_SOX30,Undefined,3,Top,1,2,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.4314,-2.512021,-3.785136,2215.144194,222.473023,1:30,4.8717,2.32049,6.39023,-17.8178,13.74146,11.64316,1.06988,-0.19576,85.35022,-5.897748,-1.681195,0.404329,,,,,,,,,,,,-7.11363,8.18048,-2.05313,50,4.68238,8.47449,-135.43752,-6.47608,-13.2006,29.84245,-16.9937,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,0bccbdd0-038f-11f1-8e19-276118046144,93.22224,,,8.08119,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:07:13.28,2026-02-06T12:07:13.2828160-07:00,2026-02-06T19:07:13.2828160Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,50420c74-e7b4-4436-8dbc-ab823eed5876,54.10699,-136.33945,14.92123,4.87034,-5.96247,-8.49685,-2.31529,8.87345,-6.6003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1152,-136.59316,16.44175,-2.38911,4.87164,-6.0027,-8.25575,-0.37882,-2.32036,9.03036,-7.54069,1.47757
105,2026-02-06,12:07:32.94,5,5,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Alcala, Marcelo",808708,Right,WHI_SOX30,Undefined,3,Top,1,3,1,Fastball,Four-Seam,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,93.23421,-0.487714,-2.548522,2290.394903,220.440303,1:15,4.91452,2.24386,6.47777,-18.41603,13.00568,10.24473,2.93156,0.75589,85.16685,-3.997004,-0.691457,0.403447,78.42258,43.636597,165.685623,4732.080047,,,,,36.05989,,,-6.12063,7.25477,-2.06902,50,4.87193,5.62437,-135.49697,-1.69238,-11.37005,29.81657,-18.69716,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,17849e90-038f-11f1-8e19-276118046144,93.42603,33.82006,,8.06736,,,,2.29128,2.99848,-0.77199,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:07:32.94,2026-02-06T12:07:32.9489920-07:00,2026-02-06T19:07:32.9489920Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,b1bd3e6a-fdb1-41cc-b3ee-d5831a932df4,54.02126,-136.37899,14.90829,4.91382,-1.13929,-9.34858,-2.24037,5.96071,-5.68503,331.452216,2.29557,-80.78418,3.90541,,,,,,,3.02095,78.73825,-29.66055,,,,,,,-0.76158,20.2866,-6.77974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0277,-136.59593,16.3246,-2.4243,4.91449,-1.1619,-9.20095,-0.25269,-2.24378,6.07535,-6.43351,1.28118
106,2026-02-06,12:07:56.88,5,6,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Alcala, Marcelo",808708,Right,WHI_SOX30,Undefined,3,Top,1,3,2,Sweeper,Slider,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,79.37172,1.242709,-0.574796,2499.256697,80.476013,8:45,5.04901,2.15541,5.69503,-45.92152,-1.38488,-16.18115,2.38053,0.27131,73.09592,-7.168909,-3.469846,0.480319,,,,,,,,,,,,8.13091,-0.69791,-2.09662,50,5.12436,1.76619,-115.36216,0.99874,10.96915,21.24377,-33.11558,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,25d70050-038f-11f1-8e19-276118046144,78.4737,,,6.2758,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:07:56.88,2026-02-06T12:07:56.8804864-07:00,2026-02-06T19:07:56.8804864Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,f4113262-5a0d-400d-9b30-8a656bb67818,54.80579,-116.24377,10.62188,5.05439,2.37303,-16.55779,-2.16048,1.31097,5.48458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.81045,-116.37313,11.31762,-0.98095,5.0491,2.52003,-17.34833,1.11462,-2.15553,1.17374,6.22262,-1.0406
107,2026-02-06,12:08:23.81,5,7,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Alcala, Marcelo",808708,Right,WHI_SOX30,Undefined,3,Top,1,3,2,Fastball,Four-Seam,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,,93.6686,-0.739575,-3.455833,2088.44267,219.906368,1:15,4.84996,2.32688,6.22527,-18.33666,13.20513,10.19646,2.63826,-0.01579,85.39131,-4.219828,-1.618803,0.404217,75.99298,46.70113,144.648406,5362.132225,,,,,44.70993,,,-6.28339,7.36449,-2.07339,50,4.78543,7.77959,-135.92075,-2.32112,-11.73238,30.31546,-18.42303,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,35d71210-038f-11f1-8e19-276118046144,93.24807,42.55607,,8.2773,,,,1.60675,2.56887,-0.02707,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:08:23.81,2026-02-06T12:08:23.8196224-07:00,2026-02-06T19:08:23.8196224Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,7f8075a4-3d02-4058-8cd5-4fb5345466f5,54.27278,-136.87042,15.15773,4.8491,-1.74399,-9.21152,-2.32286,8.14712,-5.86619,325.655004,1.60675,-62.34339,0.26557,1.69475,-0.72573,0.22869,-0.0649,0.01707,-0.00293,2.56887,81.11629,-30.60908,4.29044,-0.80378,0.13007,-0.02079,0.00254,-0.00016,-0.02707,44.22592,-10.28406,3.70056,-0.95449,0.21508,-0.04732,0.00861,-0.00094,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.28017,-137.11078,16.67261,-2.50318,4.84992,-1.77079,-9.04263,-0.27906,-2.32678,8.2749,-6.6715,1.33069
108,2026-02-06,12:08:48.28,5,8,"Gonzalez, Wikelman",682790,Right,WHI_SOX30,"Alcala, Marcelo",808708,Right,WHI_SOX30,Undefined,3,Top,1,3,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,87.679,-0.55545,-4.109435,1708.223149,265.050616,2:45,4.96234,2.11577,6.34832,-33.21411,2.0802,13.06875,1.68188,-0.58439,81.48966,-6.700931,-1.749281,0.427586,,,,,,,,,,,,-7.77575,1.5239,-1.82292,50,4.90633,8.65159,-127.38601,-2.31137,-12.97438,22.37837,-29.63133,WHI_SOX30,WHI_SOX30,CamelbackWhiteSox,TeamExclusive,Team,20260206-CamelbackWhiteSox-Private-1,4474ada0-038f-11f1-8e19-276118046144,88.15168,,,6.18935,,,,,,,207180ff-950d-49b3-9b2b-4666122978c8,2026-02-06,19:08:48.28,2026-02-06T12:08:48.2840576-07:00,2026-02-06T19:08:48.2840576Z,,v3,,,,"Hays, Austin",669720,Right,WHI_SOX30,1f1b61fc-55d7-4f28-a1a1-1921fe29c1a2,54.15233,-128.11339,11.18918,4.9658,-1.34824,-14.81567,-2.11098,9.0733,-6.48719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.15717,-128.25401,11.98036,-1.1671,4.96239,-1.24922,-15.37284,0.82192,-2.11567,9.20936,-7.25274,1.1293
